organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	verbatimIdentification	scientificName	scientificNameID	taxonRank	identificationRemarks	occurrenceID	materialSampleID
18	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Gastropoda;Littorinimorpha;Tateidae;Tongapyrgus;Tongapyrgus_kohitatea, confidences 1;0.13;0.04;0.01;0;0;0. No VSEARCH hits at 0.97 identity.	asv.1087_EE0072	EE0072
18	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Arachnida;Araneae;Theraphosidae;Grammostola;Grammostola_porteri, confidences 1;0.33;0.05;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.1127_EE0045	EE0045
18	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Bivalvia;Galeommatida;Lasaeidae;Kellia;Kellia_japonica, confidences 1;0.25;0.05;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.1145_EE0078	EE0078
18	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Gymnotiformes;Sternopygidae;Distocyclus;Distocyclus_conirostris, confidences 1;0.49;0.29;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.	asv.1171_EE0078	EE0078
18	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Nycteribiidae;Penicillidia;Penicillidia_jenynsii, confidences 1;0.3;0.19;0.07;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.	asv.1175_EE0047	EE0047
18	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Gastropoda;Neogastropoda;Cancellariidae;Merica;Merica_boucheti, confidences 1;0.2;0.08;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.1210_EE0047	EE0047
18	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Gymnotiformes;Sternopygidae;Distocyclus;Distocyclus_conirostris, confidences 1;0.48;0.27;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.	asv.1214_EE0078	EE0078
18	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Piophilidae;Piophila;Piophila_nigriceps, confidences 1;0.32;0.15;0.07;0.06;0.05;0.05. No VSEARCH hits at 0.97 identity.	asv.1243_EE0062	EE0062
18	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Amphibia;Anura;Hyperoliidae;Semnodactylus;Semnodactylus_wealii, confidences 1;0.49;0.15;0.15;0.06;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.1252_EE0061	EE0061
18	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Bivalvia;Unionida;Unionidae;Parvaspina;Parvaspina_collina, confidences 1;0.15;0.08;0.06;0.06;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.1259_EE0062	EE0062
18	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Vanderhorstia;Vanderhorstia_mertensi, confidences 1;0.43;0.29;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.1297_EE0047	EE0047
18	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Amphibia;Anura;Ranidae;Pelophylax;Pelophylax_bergeri, confidences 1;0.7;0.1;0.1;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.1378_EE0043	EE0043
18	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Malacostraca;Decapoda;Geryonidae;Benthochascon;Benthochascon_hemingi, confidences 1;0.26;0.08;0.07;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	asv.1387_EE0061	EE0061
18	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Atheriniformes	Atherinidae	Atherinomorus		Atherinomorus lacunosus	urn:lsid:marinespecies.org:taxname:126331	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Atherinomorus;Atherinomorus_lacunosus, confidences 1;1;1;1;1;1;0.93. No VSEARCH hits at 0.97 identity.	asv.193_EE0047	EE0047
18	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo		Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.88;0.88;0.88;0.88;0.88;0.88. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	asv.238_EE0043	EE0043
18	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo		Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.88;0.88;0.88;0.88;0.88;0.88. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	asv.238_EE0046	EE0046
18	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo		Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.86;0.86;0.86;0.86;0.86;0.86. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	asv.280_EE0046	EE0046
18	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo		Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.87;0.87;0.87;0.87;0.87;0.87. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,JF742196,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum, consensus Eukaryota.	asv.285_EE0043	EE0043
18	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo		Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.89;0.89;0.89;0.89;0.89;0.89. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	asv.299_EE0045	EE0045
18	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo		Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.88;0.88;0.88;0.88;0.88;0.88. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	asv.308_EE0045	EE0045
18	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Protozoa	Amoebozoa	Myxogastrea	Physarida	Physaridae	Craterium		Craterium leucocephalum	urn:lsid:marinespecies.org:taxname:1501261	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Evosea;Eumycetozoa;Physariida;Physaraceae;Craterium;Craterium_leucocephalum, confidences 1;0.79;0.79;0.79;0.79;0.79;0.79. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KF849935,JQ703003, identities 97.1,97.1, taxonomy Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	asv.429_EE0072	EE0072
18	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphioplus;Amphioplus_laevis, confidences 1;0.56;0.51;0.37;0.17;0.15;0.15. No VSEARCH hits at 0.97 identity.	asv.430_EE0072	EE0072
18	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Scaridae	Scarus		Scarus	urn:lsid:marinespecies.org:taxname:159299	genus	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Scarus;Scarus_rubroviolaceus, confidences 1;1;1;0.99;0.99;0.99;0.53. No VSEARCH hits at 0.97 identity.	asv.460_EE0078	EE0078
18	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Cynoglossus;Cynoglossus_lingua, confidences 1;0.74;0.47;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	asv.496_EE0044	EE0044
18	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Cynoglossus;Cynoglossus_lingua, confidences 1;0.67;0.38;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	asv.514_EE0047	EE0047
18	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda						Arthropoda	urn:lsid:marinespecies.org:taxname:1065	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Streblidae;Brachytarsina;Brachytarsina_kanoi, confidences 1;0.62;0.44;0.27;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.	asv.517_EE0072	EE0072
18	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Amphibia;Anura;Microhylidae;Rhombophryne;Rhombophryne_serratopalpebrosa, confidences 1;0.57;0.15;0.13;0.04;0.04;0.02. No VSEARCH hits at 0.97 identity.	asv.547_EE0043	EE0043
18	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Brachylagus;Brachylagus_idahoensis, confidences 1;0.61;0.09;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.	asv.548_EE0044	EE0044
18	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Brachylagus;Brachylagus_idahoensis, confidences 1;0.61;0.09;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.	asv.548_EE0078	EE0078
18	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Amphibia;Caudata;Salamandridae;Salamandra;Salamandra_corsica, confidences 1;0.62;0.07;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.568_EE0044	EE0044
18	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Yongeichthys	Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Yongeichthys;Yongeichthys_criniger;	Yongeichthys criniger	urn:lsid:marinespecies.org:taxname:278114	species		asv.589_EE0072	EE0072
18	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Atheriniformes	Atherinidae	Atherinomorus	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Atherinomorus;	Atherinomorus	urn:lsid:marinespecies.org:taxname:125660	genus		asv.612_EE0043	EE0043
18	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Hexapoda					Insecta	urn:lsid:marinespecies.org:taxname:1307	subclass	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Streblidae;Brachytarsina;Brachytarsina_kanoi, confidences 1;0.78;0.7;0.44;0.15;0.15;0.15. No VSEARCH hits at 0.97 identity.	asv.614_EE0047	EE0047
18	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Labridae	Halichoeres		Halichoeres brownfieldi	urn:lsid:marinespecies.org:taxname:275755	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres_brownfieldi, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AY850923, identities 100, taxonomy Halichoeres_brownfieldi, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres_brownfieldi.	asv.684_EE0045	EE0045
18	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Beloniformes;Adrianichthyidae;Oryzias;Oryzias_uwai, confidences 1;0.68;0.19;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.	asv.706_EE0061	EE0061
18	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Alepocephaliformes;Leptochilichthyidae;Leptochilichthys;Leptochilichthys_agassizii, confidences 1;0.61;0.4;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.711_EE0078	EE0078
18	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Malacostraca;Decapoda;Dotillidae;Ilyoplax;Ilyoplax_punctata, confidences 1;0.22;0.05;0.04;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.735_EE0061	EE0061
18	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Polybrachiorhynchidae;Dendrorhynchus;Dendrorhynchus_papillaris, confidences 1;0.06;0.06;0.06;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.	asv.937_EE0043	EE0043
18	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Centrarchiformes	Terapontidae	Leiopotherapon		Leiopotherapon aheneus	urn:lsid:marinespecies.org:taxname:1013644	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Leiopotherapon;Leiopotherapon_aheneus, confidences 1;1;1;1;1;1;0.95. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AY935338,AY935339,AY935337, identities 98.8,97.3,97.3, taxonomy Leiopotherapon_aheneus,Leiopotherapon_aheneus,Leiopotherapon_unicolor, consensus Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Leiopotherapon;Leiopotherapon_aheneus.	asv.94_EE0043	EE0043
18	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Cynoglossus;Cynoglossus_lingua, confidences 1;0.79;0.49;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.948_EE0072	EE0072
18	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Gastropoda;Littorinimorpha;Littorinidae;Littoraria;Littoraria_pallescens, confidences 1;0.13;0.08;0.03;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.955_EE0046	EE0046
18	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Brachylagus;Brachylagus_idahoensis, confidences 1;0.73;0.05;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.958_EE0045	EE0045
18	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Bivalvia;Venerida;Glossidae;Glossus;Glossus_humanus, confidences 1;0.19;0.05;0.04;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.969_EE0044	EE0044
18	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Gastropoda;Littorinimorpha;Littorinidae;Littoraria;Littoraria_pallescens, confidences 1;0.13;0.05;0.02;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.983_EE0045	EE0045
18	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Dasyatidae;Pastinachus;Pastinachus_ater, confidences 1;0.71;0.06;0.04;0.04;0.03;0.03. No VSEARCH hits at 0.97 identity.	asv.994_EE0061	EE0061
17	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Hemiptera;Miridae;Lygaeoscytus;Lygaeoscytus_cimicoides, confidences 1;0.32;0.19;0.05;0.03;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.1014_EE0044	EE0044
17	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Cynoglossus;Cynoglossus_lingua, confidences 1;0.7;0.36;0.03;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.1035_EE0047	EE0047
17	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Gastropoda;Neogastropoda;Volutidae;Alcithoe;Alcithoe_wilsonae, confidences 1;0.14;0.09;0.04;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.1058_EE0045	EE0045
17	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Nycteribiidae;Penicillidia;Penicillidia_jenynsii, confidences 1;0.49;0.27;0.15;0.07;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.1063_EE0045	EE0045
